id,alias,image_url,url,review_count,rating,transactions,phone,coordinates.latitude,coordinates.longitude,location.city,location.zip_code,location.country,location.state,location.display_address,address,similitud_direccion,similitud_direccion_menor_50,aliases,aliases_2,price_num
9nUrDQ_REhU6sgcgXFAyfA,aba-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/XXvdxqX4eboq4bjFAq17sw/o.jpg,https://www.yelp.com/biz/aba-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1863,4.4,"['pickup', 'delivery']",17736451400,41.8869441,-87.6487949,Chicago,60607,US,IL,"['302 N Green St', 'Fl 3', 'Chicago, IL 60607']","302 N Green St, Fl 3",60,False,"['mediterranean', 'tapasmallplates']","mediterranean, tapasmallplates",3.0
xFBQ1md6PDm7YEpJARoxAA,the-vig-chicago-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/LTJQDXJAzGTfUuyRbhsb4A/o.jpg,https://www.yelp.com/biz/the-vig-chicago-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,905,4.1,"['pickup', 'delivery']",13129822186,41.9099251,-87.6345035,Chicago,60610,US,IL,"['1527 N Wells St', 'Chicago, IL 60610']",1527 N Wells St,55,False,"['tradamerican', 'cocktailbars', 'breakfast_brunch']","tradamerican, cocktailbars, breakfast_brunch",2.0
1BHgaf25FpVSOXFpZF0pYw,trivoli-tavern-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/kMNBfN-NjwMPEeAQwo0Qrg/o.jpg,https://www.yelp.com/biz/trivoli-tavern-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,840,4.5,['delivery'],13123662646,41.8837221888722,-87.64903867652058,Chicago,60607,US,IL,"['114 N Green St', 'Chicago, IL 60607']",114 N Green St,53,False,['tradamerican'],tradamerican,3.0
tuJraaFffIS_JNK_4ZqGTA,ema-chicago-6,https://s3-media0.fl.yelpcdn.com/bphoto/A1oqPWLT2zcEKOvYsx9trg/o.jpg,https://www.yelp.com/biz/ema-chicago-6?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1852,4.3,"['pickup', 'delivery']",13125275586,41.8909643906248,-87.63090253497006,Chicago,60654,US,IL,"['74 W Illinois St', 'Chicago, IL 60654']",74 W Illinois St,56,False,"['mediterranean', 'tapasmallplates', 'salad']","mediterranean, tapasmallplates, salad",2.0
okaqMJEoHfHblpKz9Q-CMA,the-perch-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/R6fSc6umU6HwvlYoMJI0nA/o.jpg,https://www.yelp.com/biz/the-perch-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,582,4.4,"['pickup', 'delivery']",17734862739,41.90348,-87.676221,Chicago,60622,US,IL,"['1932 W Division', 'Chicago, IL 60622']",1932 W Division,55,False,"['breweries', 'newamerican']","breweries, newamerican",2.0
owk55_aszZtVP-SQPyXTIQ,nora-restaurant-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/Zuqqv13uCpgkbBj0859eTA/o.jpg,https://www.yelp.com/biz/nora-restaurant-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,180,4.4,"['pickup', 'delivery']",13128014446,41.89356,-87.62287,Chicago,60611,US,IL,"['636 N St Clair St', 'Fl 1', 'Chicago, IL 60611']","636 N St Clair St, Fl 1",63,False,"['mediterranean', 'cocktailbars', 'sardinian']","mediterranean, cocktailbars, sardinian",2.0
Z8K7SVH-B7ZVAVD9aFIK8w,bar-mar-by-josé-andrés-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/ZfSYel2Muyh1hAqf6eRYZg/o.jpg,https://www.yelp.com/biz/bar-mar-by-jos%C3%A9-andr%C3%A9s-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,557,4.3,[],13128206602,41.883835,-87.6372458,Chicago,60606,US,IL,"['120 N Wacker Dr', 'Chicago, IL 60606']",120 N Wacker Dr,55,False,"['seafood', 'cocktailbars']","seafood, cocktailbars",3.0
vvhfPV-Llkd4fE2SHuLVvA,the-gage-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/7Do4lNMyib8gpmh74VGV8w/o.jpg,https://www.yelp.com/biz/the-gage-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,3629,4.2,"['pickup', 'delivery']",13123724243,41.881369,-87.624698,Chicago,60603,US,IL,"['24 S Michigan Ave', 'Chicago, IL 60603']",24 S Michigan Ave,58,False,"['newamerican', 'cocktailbars']","newamerican, cocktailbars",2.0
wfkj7DK8YzhdwhhFc2OntA,giant-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/mC3yWQ4c3VqOUJd6ct66cA/o.jpg,https://www.yelp.com/biz/giant-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,738,4.3,['delivery'],17732520997,41.9171,-87.70746,Chicago,60647,US,IL,"['3209 W Armitage Ave', 'Chicago, IL 60647']",3209 W Armitage Ave,60,False,"['newamerican', 'beerbar', 'wine_bars']","newamerican, beerbar, wine_bars",3.0
0VEE9H6OuGaswhC70tjKeQ,beatrix-streeterville-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/ndqkY53Re9ygg4szRj41rA/o.jpg,https://www.yelp.com/biz/beatrix-streeterville-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1442,4.3,"['pickup', 'delivery']",13126420001,41.89439,-87.62261,Chicago,60611,US,IL,"['671 N St Clair St', 'Chicago, IL 60611']",671 N St Clair St,58,False,"['newamerican', 'diners', 'coffee']","newamerican, diners, coffee",2.0
1Q7RL7Hc63wKa2A9ec3zXw,il-porcellino-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/y7ul_8c_ODXBeCpS67yl0w/o.jpg,https://www.yelp.com/biz/il-porcellino-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1651,4.4,"['pickup', 'delivery']",13125950800,41.88996108569464,-87.63029733223148,Chicago,60654,US,IL,"['59 W Hubbard St', 'Chicago, IL 60654']",59 W Hubbard St,55,False,"['italian', 'bars', 'salad']","italian, bars, salad",2.0
T_egMuf7xJHLdldzPqOaSQ,qing-xiang-yuan-dumplings-chicago-3,https://s3-media0.fl.yelpcdn.com/bphoto/pfIj_fB2xK78kRStzqm1lw/o.jpg,https://www.yelp.com/biz/qing-xiang-yuan-dumplings-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1975,4.4,"['pickup', 'delivery']",13127991118,41.85505,-87.63219,Chicago,60616,US,IL,"['2002 S Wentworth Ave', 'Ste 103', 'Chicago, IL 60616']","2002 S Wentworth Ave, Ste 103",68,False,"['bbq', 'dimsum', 'coffee']","bbq, dimsum, coffee",2.0
ZXsqdTNHSqxBxCXcbmOiLA,bigsuda-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/uN1TZcp5a1z5v08LD-YiAQ/o.jpg,https://www.yelp.com/biz/bigsuda-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,48,4.3,[],18722068678,41.906445,-87.671742,Chicago,60622,US,IL,"['1362 N Milwaukee Ave', 'Chicago, IL 60622']",1362 N Milwaukee Ave,62,False,"['asianfusion', 'korean', 'noodles']","asianfusion, korean, noodles",2.0
0EcR5_zMAdyWf96owSBYbw,wolf-and-company-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/5qQgk0RJ6VHWrz-3Ytnxtw/o.jpg,https://www.yelp.com/biz/wolf-and-company-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,57,4.3,[],13126279653,41.91380989193472,-87.68777157055223,Chicago,60647,US,IL,"['1752 N Western Ave', 'Chicago, IL 60647']",1752 N Western Ave,59,False,"['cocktailbars', 'burgers', 'delis']","cocktailbars, burgers, delis",2.0
IMZE58oaY-gRlv3qK9BCdw,tuk-tuk-thai-isan-street-food-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/FA-7WKdb4uVceyaN6F91Mw/o.jpg,https://www.yelp.com/biz/tuk-tuk-thai-isan-street-food-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,287,4.4,"['pickup', 'delivery']",17736619739,41.934138,-87.64626,Chicago,60657,US,IL,"['2852 N Clark St', 'Chicago, IL 60657']",2852 N Clark St,55,False,['thai'],thai,2.0
o0DaPvRb4IWH7hUWVCnoGw,monteverde-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/GxOAdPGT7BJ7K-QJKUqQJA/o.jpg,https://www.yelp.com/biz/monteverde-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1441,4.5,['delivery'],13128883041,41.88191,-87.65302,Chicago,60607,US,IL,"['1020 W Madison St', 'Chicago, IL 60607']",1020 W Madison St,58,False,"['italian', 'desserts', 'wine_bars']","italian, desserts, wine_bars",3.0
apyIymDFbUK7u-Y3V5kmkA,bavettes-bar-and-boeuf-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/6AEU2Jw5uJXxCNpc3Qfruw/o.jpg,https://www.yelp.com/biz/bavettes-bar-and-boeuf-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,3393,4.5,['delivery'],13126248154,41.889295011779424,-87.63489302317039,Chicago,60654,US,IL,"['218 W Kinzie', 'Chicago, IL 60654']",218 W Kinzie,49,True,"['steak', 'seafood', 'bars']","steak, seafood, bars",4.0
cKZNbMvoqJaUe7n6lf6i7w,wildberry-pancakes-and-cafe-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/fC7yhbqNipZWyrsxqi8MCA/o.jpg,https://www.yelp.com/biz/wildberry-pancakes-and-cafe-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,10096,4.4,"['pickup', 'delivery']",13129389777,41.884944,-87.623143,Chicago,60601,US,IL,"['130 E Randolph St', 'Chicago, IL 60601']",130 E Randolph St,58,False,"['pancakes', 'waffles', 'cafes']","pancakes, waffles, cafes",2.0
W2QV6SILHer3qB_-CZ1z1A,etta-bucktown-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/fF30NKwCeXY4pjIHlkGj9g/o.jpg,https://www.yelp.com/biz/etta-bucktown-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1131,4.2,"['pickup', 'delivery']",17737302277,41.910731,-87.674285,Chicago,60622,US,IL,"['1840 W North Ave', 'Chicago, IL 60622']",1840 W North Ave,56,False,"['pizza', 'newamerican', 'breakfast_brunch']","pizza, newamerican, breakfast_brunch",3.0
faOpq9ORL0FlsMrou2NYug,amaru-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/S0Uh9xyXcQVwJYrO6pL6hQ/o.jpg,https://www.yelp.com/biz/amaru-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,452,4.7,[],17736879790,41.91071,-87.67536,Chicago,60622,US,IL,"['1904 W North Ave', 'Chicago, IL 60622']",1904 W North Ave,56,False,"['latin', 'caribbean', 'cocktailbars']","latin, caribbean, cocktailbars",3.0
PdbRfCs6fHZacu6L_5oHnA,bistro-monadnock-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/o-0P_GawlCED_9XHYlkKsg/o.jpg,https://www.yelp.com/biz/bistro-monadnock-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,145,4.7,[],13129457040,41.877754,-87.629628,Chicago,60604,US,IL,"['325 S Federal St', 'Chicago, IL 60604']",325 S Federal St,56,False,"['french', 'cocktailbars']","french, cocktailbars",2.0
m5gfWEQI7BYTKWMYF-X-Ug,no-vacancy-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/DGPkD5pTu95tAQSRUAR0iA/o.jpg,https://www.yelp.com/biz/no-vacancy-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,149,4.6,[],13125006666,41.89115,-87.63375,Chicago,60654,US,IL,"['509 N Wells St', 'Chicago, IL 60654']",509 N Wells St,53,False,"['newamerican', 'wine_bars', 'venues']","newamerican, wine_bars, venues",2.0
apo9fX6Opmr2Z87sm-_cfg,all-together-now-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/hSbwdb4wT2vll4oDyXytkA/o.jpg,https://www.yelp.com/biz/all-together-now-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,135,4.5,"['pickup', 'delivery']",17736611599,41.89555,-87.68051,Chicago,60622,US,IL,"['2119 West Chicago Ave', 'Chicago, IL 60622']",2119 West Chicago Ave,63,False,"['gourmet', 'newamerican', 'beer_and_wine']","gourmet, newamerican, beer_and_wine",2.0
n5jRD0dlY6Dl672THS7yFA,mister-tiger-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/nBGQQx_01FaL5bqywu9loA/o.jpg,https://www.yelp.com/biz/mister-tiger-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,55,4.6,[],13122195211,41.89129,-87.65596,Chicago,60642,US,IL,"['1132 W Grand Ave', 'Chicago, IL 60642']",1132 W Grand Ave,56,False,['korean'],korean,2.0
Z45eQgbnFWH--PYPLTFhNg,void-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/tQ81CKTN_e2AmCsJKq2WUw/o.jpg,https://www.yelp.com/biz/void-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,42,4.8,[],0,41.93478,-87.716438,Chicago,60618,US,IL,"['2937 N Milwaukee Ave', 'Chicago, IL 60618']",2937 N Milwaukee Ave,62,False,"['italian', 'seafood', 'cocktailbars']","italian, seafood, cocktailbars",2.0
UK5Xb8xqUOUBi5vQu0bQXQ,maple-and-ash-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/lgSei6itROdbc1SGqqgTlA/o.jpg,https://www.yelp.com/biz/maple-and-ash-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2450,4.2,"['pickup', 'delivery']",13129448888,41.9021130633339,-87.6286945502972,Chicago,60610,US,IL,"['8 W Maple St', 'Chicago, IL 60610']",8 W Maple St,49,True,"['steak', 'seafood', 'breakfast_brunch']","steak, seafood, breakfast_brunch",4.0
FiDxI03abCAfA4pgl1NJ1w,butcher-and-the-bear-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/WAFySfEP1OBjxGjzGW3_CQ/o.jpg,https://www.yelp.com/biz/butcher-and-the-bear-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,131,4.5,[],13129550306,41.93223470574105,-87.648727,Chicago,60614,US,IL,"['2721 N Halsted St', 'Chicago, IL 60614']",2721 N Halsted St,58,False,"['steak', 'seafood', 'burgers']","steak, seafood, burgers",4.0
CsOBdkThymA-WUlwf_xa_Q,tama-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/hx-6_n6mTFQgva78nclpoA/o.jpg,https://www.yelp.com/biz/tama-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,56,4.5,[],13129550212,41.917433859834425,-87.67786993822337,Chicago,60647,US,IL,"['1952 N Damen Ave', 'Chicago, IL 60647']",1952 N Damen Ave,56,False,"['greek', 'bars']","greek, bars",2.0
ruWJerAc9VW23GvegYddnQ,gaijin-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/Uf8BGwoDAl8uFQHskAGFYA/o.jpg,https://www.yelp.com/biz/gaijin-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,762,4.3,"['pickup', 'delivery']",13122651348,41.88583,-87.65182,Chicago,60607,US,IL,"['950 W Lake St', 'Chicago, IL 60607']",950 W Lake St,51,False,['japanese'],japanese,2.0
TpnJu57_NYEjgJyL6klurg,perilla-steakhouse-chicago-5,https://s3-media0.fl.yelpcdn.com/bphoto/C_9edXz-MtkkawpF-u0oIw/o.jpg,https://www.yelp.com/biz/perilla-steakhouse-chicago-5?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,127,4.3,"['pickup', 'delivery']",13122369300,41.88655,-87.62604,Chicago,60601,US,IL,"['225 N Wabash Ave', 'Chicago, IL 60601']",225 N Wabash Ave,56,False,"['steak', 'korean', 'cocktailbars']","steak, korean, cocktailbars",2.0
9mhqcimD0CYvqxzfj_VXnQ,little-bad-wolf-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/y1ieRhgzQ-9uKeoGcjCGLw/o.jpg,https://www.yelp.com/biz/little-bad-wolf-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2498,4.4,"['pickup', 'delivery']",17739426399,41.983356,-87.669057,Chicago,60660,US,IL,"['1541 W Bryn Mawr Ave', 'Chicago, IL 60660']",1541 W Bryn Mawr Ave,62,False,"['tradamerican', 'beerbar', 'cocktailbars']","tradamerican, beerbar, cocktailbars",2.0
tQoQbc3vAo3qdTDiNgSekA,pleasant-house-pub-chicago-3,https://s3-media0.fl.yelpcdn.com/bphoto/qzQBx5S6C-Vm9xhlPEozQQ/o.jpg,https://www.yelp.com/biz/pleasant-house-pub-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,999,4.4,"['pickup', 'delivery']",17735237437,41.85357,-87.64621,Chicago,60608,US,IL,"['2119 S Halsted St', 'Chicago, IL 60608']",2119 S Halsted St,58,False,"['british', 'pubs', 'breakfast_brunch']","british, pubs, breakfast_brunch",2.0
